09/01/2025	 20:19:47	8.18	17.33	14.06	52.25	80.06	8.18	8.18	
09/01/2025	 20:19:48	8.39	16.91	14.06	59.28	74.41	8.39	8.39	
09/01/2025	 20:19:49	8.40	16.44	14.30	57.58	70.34	8.40	8.40	
09/01/2025	 20:19:50	8.25	16.39	14.12	58.16	73.37	8.25	8.25	
09/01/2025	 20:19:51	8.22	16.90	14.09	52.04	71.59	8.22	8.22	
09/01/2025	 20:19:52	8.37	17.34	14.47	55.59	75.30	8.37	8.37	
09/01/2025	 20:19:53	8.27	17.20	14.47	51.18	74.17	8.27	8.27	
09/01/2025	 20:19:54	8.41	16.39	14.16	59.74	74.43	8.41	8.41	
09/01/2025	 20:19:55	8.18	16.66	14.01	53.35	78.10	8.18	8.18	
09/01/2025	 20:19:56	8.44	17.38	14.14	59.11	74.36	8.44	8.44	
09/01/2025	 20:19:57	8.35	16.02	14.30	57.13	76.36	8.35	8.35	
09/01/2025	 20:19:58	8.40	16.42	14.01	58.80	73.07	8.40	8.40	
09/01/2025	 20:19:59	8.37	16.51	14.08	58.28	79.49	8.37	8.37	
09/01/2025	 20:20:00	8.05	16.86	14.31	56.17	80.23	8.05	8.05	
09/01/2025	 20:20:01	8.20	17.21	14.09	58.76	78.10	8.20	8.20	
09/01/2025	 20:20:02	8.37	16.84	14.33	60.18	71.27	8.37	8.37	
09/01/2025	 20:20:03	8.04	16.62	14.00	56.98	71.07	8.04	8.04	
09/01/2025	 20:20:04	8.07	16.13	14.23	59.67	70.61	8.07	8.07	
09/01/2025	 20:20:45	8.42	16.57	14.35	50.30	70.53	8.42	8.42	
09/01/2025	 20:20:46	8.39	17.04	14.35	56.50	70.47	8.39	8.39	
09/01/2025	 20:20:47	8.14	17.06	14.48	56.62	74.28	8.14	8.14	
09/01/2025	 20:20:48	8.32	17.05	14.35	53.83	77.89	8.32	8.32	
09/01/2025	 20:20:49	8.38	17.02	14.27	50.81	77.21	8.38	8.38	
09/01/2025	 20:20:50	8.14	16.54	14.13	54.30	72.69	8.14	8.14	
09/01/2025	 20:20:51	8.08	17.22	14.42	50.96	75.25	8.08	8.08	
09/01/2025	 20:20:52	8.46	17.45	14.11	51.55	72.64	8.46	8.46	
09/01/2025	 20:20:53	8.40	16.44	14.49	56.79	77.49	8.40	8.40	
09/01/2025	 20:20:54	8.28	17.35	14.45	53.37	76.30	8.28	8.28	
09/01/2025	 20:20:55	8.20	16.46	14.20	51.68	72.99	8.20	8.20	
09/01/2025	 20:20:56	8.26	17.01	14.44	57.86	71.97	8.26	8.26	
09/01/2025	 20:20:57	8.32	16.93	14.11	52.53	74.10	8.32	8.32	
09/01/2025	 20:20:58	8.29	17.22	14.34	51.44	77.35	8.29	8.29	
09/01/2025	 20:20:59	8.25	16.37	14.21	59.69	73.97	8.25	8.25	
09/01/2025	 20:21:00	8.19	16.14	14.28	59.88	79.01	8.19	8.19	
09/01/2025	 20:21:01	8.25	17.48	14.04	52.34	72.54	8.25	8.25	
09/01/2025	 20:21:02	8.07	16.39	14.28	59.31	77.74	8.07	8.07	
09/01/2025	 20:21:03	8.11	16.35	14.23	50.21	80.47	8.11	8.11	
09/01/2025	 20:21:04	8.37	16.96	14.36	57.06	72.40	8.37	8.37	
09/01/2025	 20:21:05	8.14	16.23	14.00	53.06	76.71	8.14	8.14	
09/01/2025	 20:21:06	8.34	17.02	14.27	58.36	71.92	8.34	8.34	
09/01/2025	 20:21:07	8.22	17.28	14.03	51.00	77.42	8.22	8.22	
09/01/2025	 20:21:08	8.30	16.09	14.39	51.86	71.85	8.30	8.30	
09/01/2025	 20:21:09	8.03	16.27	14.10	55.66	71.33	8.03	8.03	
09/01/2025	 20:21:10	8.17	16.18	14.28	60.41	78.03	8.17	8.17	
09/01/2025	 20:21:11	8.48	16.13	14.47	53.33	75.77	8.48	8.48	
09/01/2025	 20:21:12	8.40	16.88	14.10	60.15	79.80	8.40	8.40	
09/01/2025	 20:21:13	8.45	16.97	14.08	52.98	79.06	8.45	8.45	
09/01/2025	 20:21:14	8.03	17.09	14.40	55.55	74.50	8.03	8.03	
09/01/2025	 20:21:15	8.46	16.35	14.44	52.82	79.46	8.46	8.46	
09/01/2025	 20:21:16	8.43	17.12	14.02	54.14	72.89	8.43	8.43	
09/01/2025	 20:21:17	8.43	16.70	14.48	55.29	75.85	8.43	8.43	
09/01/2025	 20:21:18	8.30	17.27	14.18	58.61	77.36	8.30	8.30	
09/01/2025	 20:21:19	8.32	16.70	14.36	60.12	70.51	8.32	8.32	
09/01/2025	 20:21:20	8.23	16.37	14.25	56.11	70.63	8.23	8.23	
09/01/2025	 20:21:21	8.23	16.28	14.32	52.75	71.76	8.23	8.23	
09/01/2025	 20:21:22	8.20	17.06	14.25	51.24	79.61	8.20	8.20	
09/01/2025	 20:21:23	8.30	16.12	14.23	53.18	78.19	8.30	8.30	
09/01/2025	 20:21:24	8.23	17.16	14.28	58.98	79.01	8.23	8.23	
09/01/2025	 20:21:25	8.06	17.47	14.39	58.39	75.66	8.06	8.06	
09/01/2025	 20:21:26	8.10	16.44	14.37	58.60	74.32	8.10	8.10	
09/01/2025	 20:21:27	8.48	17.00	14.02	51.32	73.49	8.48	8.48	
09/01/2025	 20:21:28	8.38	16.50	14.13	60.42	71.72	8.38	8.38	
09/01/2025	 20:21:29	8.41	17.06	14.07	59.04	78.91	8.41	8.41	
09/01/2025	 20:21:30	8.19	17.11	14.21	55.03	79.77	8.19	8.19	
09/01/2025	 20:21:32	8.06	17.34	14.18	56.81	72.55	8.06	8.06	
09/01/2025	 20:21:33	8.17	17.35	14.26	52.30	72.15	8.17	8.17	
09/01/2025	 20:21:34	8.39	16.88	14.12	59.14	72.40	8.39	8.39	
09/01/2025	 20:21:35	8.02	17.07	14.28	53.95	76.75	8.02	8.02	
09/01/2025	 20:21:36	8.30	17.00	14.01	59.78	70.42	8.30	8.30	
09/01/2025	 20:21:37	8.45	16.72	14.05	50.77	75.52	8.45	8.45	
09/01/2025	 20:21:38	8.13	17.23	14.37	52.79	74.55	8.13	8.13	
09/01/2025	 20:21:39	8.31	16.10	14.42	55.21	78.39	8.31	8.31	
09/01/2025	 20:21:40	8.08	16.39	14.10	56.35	71.66	8.08	8.08	
09/01/2025	 20:21:41	8.23	16.84	14.38	56.20	70.76	8.23	8.23	
09/01/2025	 20:21:42	8.49	16.29	14.13	58.08	74.23	8.49	8.49	
09/01/2025	 20:21:43	8.20	17.28	14.34	59.90	80.07	8.20	8.20	
09/01/2025	 20:21:44	8.22	17.45	14.31	55.09	80.36	8.22	8.22	
09/01/2025	 20:21:45	8.44	16.11	14.34	52.60	76.72	8.44	8.44	
09/01/2025	 20:21:46	8.43	16.90	14.14	58.42	75.70	8.43	8.43	
09/01/2025	 20:21:47	8.48	16.58	14.42	60.02	70.67	8.48	8.48	
09/01/2025	 20:21:48	8.15	16.73	14.19	59.89	78.39	8.15	8.15	
09/01/2025	 20:21:49	8.42	16.76	14.07	59.47	78.53	8.42	8.42	
09/01/2025	 20:21:50	8.33	16.70	14.16	56.04	70.24	8.33	8.33	
09/01/2025	 20:21:51	8.11	16.39	14.25	53.96	71.35	8.11	8.11	
09/01/2025	 20:21:52	8.19	17.05	14.16	58.73	77.06	8.19	8.19	
09/01/2025	 20:21:53	8.19	16.19	14.30	50.95	77.11	8.19	8.19	
09/01/2025	 20:21:54	8.43	16.14	14.09	58.04	78.95	8.43	8.43	
09/01/2025	 20:21:55	8.28	16.48	14.21	59.07	71.55	8.28	8.28	
09/01/2025	 20:21:56	8.36	16.40	14.49	56.52	77.48	8.36	8.36	
09/01/2025	 20:21:57	8.43	16.03	14.31	53.78	76.42	8.43	8.43	
09/01/2025	 20:21:58	8.19	16.49	14.17	58.05	77.77	8.19	8.19	
09/01/2025	 20:21:59	8.20	17.00	14.15	53.02	75.80	8.20	8.20	
09/01/2025	 20:22:00	8.00	17.13	14.48	59.17	78.27	8.00	8.00	
